Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
2012/1/25,6.284444444,6.284444444,6.281944444,6.281944444,2.253423789,14.05531303,6.283663798
2012/1/26,6.175,6.185,6.175,6.185,1.869941911,11.49512667,6.184091794
2012/1/27,5.651428571,5.651428571,5.651428571,5.651428571,3.288571174,18.87278151,5.651428571
2012/1/28,4.91,4.91,4.91,4.91,0.25,1.2275,4.91
2012/1/29,5.696,5.696,5.696,5.696,1.890969286,10.44209384,5.696
2012/1/30,5.545,5.545,5.545,5.545,1.895,10.4901,5.545
2012/1/31,5.611463415,5.61902439,5.598536585,5.61902439,2.695203252,15.58728125,5.614045456
2012/2/1,5.74875,5.79,5.7475,5.78875,1.507350785,8.900337495,5.784578348
2012/2/2,6.17,6.172807018,6.167894737,6.170877193,4.403525088,27.0500334,6.170195246
2012/2/3,6.214814815,6.214814815,6.204814815,6.204814815,5.76120197,35.21295065,6.205149062
2012/2/4,6.094375,6.095625,6.094375,6.095625,4.227187131,25.49187794,6.095474742
2012/2/5,5.839583333,5.839583333,5.839166667,5.839166667,1.993767665,11.68192893,5.839202668
2012/2/6,5.52625,5.52625,5.52625,5.52625,3.647292291,20.23108491,5.52625
2012/2/7,5.672,5.672,5.672,5.672,11.02702793,62.47564712,5.672
2012/2/8,5.741666667,5.743333333,5.741666667,5.743333333,13.92867002,79.55533838,5.742069751
2012/2/9,5.783571429,5.783571429,5.783571429,5.783571429,5.971656339,34.49355925,5.783571429
2012/2/10,5.876923077,5.876923077,5.876923077,5.876923077,6.805019375,40.00904539,5.876923077
2012/2/11,5.605,5.605,5.605,5.605,0.9397439,5.187437669,5.605
2012/2/12,5.6375,5.6375,5.6375,5.6375,16.2108581,92.82296543,5.6375
2012/2/13,5.648181818,5.648181818,5.648181818,5.648181818,9.071312638,51.93740984,5.648181818
2012/2/14,5.2,5.200909091,5.192121212,5.193030303,3.889240433,20.07658328,5.193236656
2012/2/15,4.945263158,4.945263158,4.945263158,4.945263158,3.567850808,17.66878366,4.945263158
2012/2/16,4.584411765,4.584411765,4.575588235,4.575588235,3.400703568,15.73962668,4.577144055
2012/2/17,4.6965625,4.6984375,4.6890625,4.6909375,7.645946538,35.97637092,4.690011363
2012/2/18,4.401538462,4.401538462,4.397692308,4.397692308,9.784240462,43.12621014,4.398910981
2012/2/19,4.331666667,4.331666667,4.331666667,4.331666667,15.44725739,66.86851374,4.331666667
2012/2/20,4.557857143,4.563214286,4.555357143,4.560714286,11.28354477,51.42524005,4.557995987
2012/2/21,4.4875,4.4875,4.4834375,4.4834375,11.20153755,49.84864727,4.48421715
2012/2/22,4.544444444,4.544444444,4.542222222,4.542222222,8.367640707,37.92855983,4.542749343
2012/2/23,4.88952381,4.890952381,4.889285714,4.890952381,17.02009546,83.71788254,4.889657324
2012/2/24,5.143,5.143,5.133,5.133,3.759711782,19.3547453,5.138749627
2012/2/25,5.045714286,5.045714286,5.038571429,5.038571429,17.11534307,85.78999999,5.038870406
2012/2/26,4.955714286,4.955714286,4.954285714,4.954285714,5.842857143,28.77142857,4.954744526
2012/2/27,5.051923077,5.051923077,5.049615385,5.049615385,11.88662747,60.11754147,5.049619005
2012/2/28,4.992142857,4.9925,4.991071429,4.991428571,15.72290668,78.98480377,4.991630874
2012/2/29,4.9545,4.9545,4.9525,4.9525,12.11189232,59.89349382,4.952721849
2012/3/1,5.004,5.004,5.002666667,5.002666667,9.705452706,48.5012405,5.003911483
2012/3/2,4.777058824,4.777058824,4.762352941,4.762352941,14.46910069,68.62272076,4.765098424
2012/3/3,4.763333333,4.763333333,4.756666667,4.756666667,13.9909239,65.53938353,4.760811041
2012/3/4,4.793333333,4.793333333,4.793333333,4.793333333,18.93473588,90.81065442,4.793333333
2012/3/5,4.949756098,4.95,4.94902439,4.949268293,12.63547687,62.68103422,4.949657763
2012/3/6,4.996521739,4.996956522,4.996086957,4.996521739,12.89686706,64.4145634,4.996287447
2012/3/7,5.063103448,5.064137931,5.059310345,5.060344828,12.87904638,65.34133553,5.059947779
2012/3/8,4.973157895,4.973684211,4.972105263,4.972631579,17.18767131,85.26987615,4.972471257
2012/3/9,5.021666667,5.021666667,5.010833333,5.011666667,23.13245661,116.308251,5.018074118
2012/3/10,4.918888889,4.918888889,4.913333333,4.913333333,12.67210314,61.55397612,4.914899488
2012/3/11,4.926666667,4.926666667,4.926666667,4.926666667,8.227508697,40.32580876,4.926666667
2012/3/12,4.959,4.959,4.959,4.959,10.876168,53.89385134,4.959
2012/3/13,5.07375,5.07675,5.069,5.0725,18.36634858,92.89082113,5.074693937
2012/3/14,5.374615385,5.376923077,5.373076923,5.375384615,43.45166449,232.6044265,5.374872174
2012/3/15,5.341875,5.341875,5.3375,5.3375,39.57299059,212.1261369,5.337828694
2012/3/16,5.340769231,5.340769231,5.340769231,5.340769231,12.1306111,64.98394939,5.340769231
2012/3/17,5.402222222,5.402222222,5.402222222,5.402222222,15.9859254,86.19119178,5.402222222
2012/3/18,5.317666667,5.320666667,5.317,5.32,13.75545071,73.40753282,5.318928476
2012/3/19,5.122,5.122,5.1104,5.1104,16.60775027,84.28074378,5.11387265
2012/3/20,4.911666667,4.912083333,4.91,4.910416667,11.65649654,57.00891763,4.910823482
2012/3/21,4.936666667,4.936666667,4.936666667,4.936666667,3.10954301,15.345,4.936666667
2012/3/22,4.879166667,4.879583333,4.876666667,4.877083333,16.51712478,80.4722417,4.878290967
2012/3/23,4.77625,4.7775,4.74875,4.74875,49.1412731,227.479114,4.762450717
2012/3/24,4.731428571,4.731428571,4.731428571,4.731428571,27.36264419,131.4612725,4.731428571
2012/3/25,4.642,4.642,4.642,4.642,3.094714384,14.1806,4.642
2012/3/26,4.625333333,4.626666667,4.625333333,4.626666667,4.317637331,19.71325539,4.626121243
2012/3/27,4.785490196,4.785686275,4.785490196,4.785686275,7.246878357,34.69330106,4.785504216
2012/3/28,4.891875,4.895833333,4.891041667,4.895,8.721853405,42.34871274,4.892921831
2012/3/29,4.827333333,4.828666667,4.826666667,4.828,7.359580207,35.65313231,4.827698761
2012/3/30,4.834285714,4.841428571,4.831428571,4.838571429,11.5284853,55.99651773,4.836740067
2012/3/31,4.9075,4.909166667,4.9075,4.909166667,13.19781527,64.80350882,4.908664463
2012/4/1,4.818235294,4.82,4.814705882,4.816470588,18.14740384,86.98278497,4.816418011
2012/4/2,4.932272727,4.934772727,4.930681818,4.932727273,20.19496844,99.48139301,4.93292782
2012/4/3,4.968666667,4.968666667,4.968666667,4.968666667,16.28686008,80.95771199,4.968666667
2012/4/4,4.936666667,4.936666667,4.936190476,4.936190476,14.54455433,71.4893058,4.936244504
2012/4/5,4.959285714,4.959285714,4.958571429,4.958571429,28.63320609,142.1645416,4.959276107
2012/4/6,4.925416667,4.927083333,4.921666667,4.923333333,30.24823823,147.6603431,4.923051811
2012/4/7,4.834285714,4.834285714,4.826428571,4.826428571,16.33254497,78.25893444,4.830192785
2012/4/8,4.768666667,4.769333333,4.768666667,4.769333333,11.81453058,56.13447601,4.769042307
2012/4/9,4.799090909,4.799090909,4.799090909,4.799090909,14.41439314,68.81047036,4.799090909
2012/4/10,4.821538462,4.822307692,4.821538462,4.822307692,24.21674134,116.5806759,4.82206565
2012/4/11,4.867575758,4.868181818,4.867575758,4.868181818,12.89711005,62.82135447,4.867793801
2012/4/12,4.843684211,4.843684211,4.843421053,4.843421053,19.9156461,96.52537428,4.843435406
2012/4/13,4.896888889,4.897777778,4.895777778,4.896666667,24.49479766,119.8963387,4.896836595
2012/4/14,4.974814815,4.977407407,4.972962963,4.976666667,20.17222182,100.2892587,4.976230279
2012/4/15,4.955454545,4.958181818,4.954545455,4.957272727,10.45218966,51.81027179,4.95707609
2012/4/16,4.96047619,4.96047619,4.96047619,4.96047619,23.19083565,114.960143,4.96047619
2012/4/17,4.986875,4.986875,4.986875,4.986875,17.6572117,87.96136138,4.986875
2012/4/18,5.093333333,5.095128205,5.093333333,5.095128205,21.53671154,109.8733195,5.0945817
2012/4/19,5.127058824,5.127647059,5.126764706,5.127352941,16.54857969,84.63038895,5.127226817
2012/4/20,5.1778125,5.1803125,5.1775,5.18,11.65112156,60.21911107,5.179224536
2012/4/21,5.292272727,5.294090909,5.29,5.291818182,13.72470751,72.1512678,5.291922535
2012/4/22,5.212142857,5.212142857,5.209285714,5.209285714,9.969188759,51.9493528,5.21003879
2012/4/23,5.160625,5.1628125,5.156875,5.1584375,29.60815545,152.3100765,5.159206014
2012/4/24,5.089032258,5.08983871,5.088870968,5.089516129,31.86824364,162.0241709,5.08939259
2012/4/25,5.041627907,5.043953488,5.039069767,5.04255814,38.0049762,190.5812808,5.041202057
2012/4/26,5.03125,5.0325,5.0284375,5.0296875,23.81656931,119.6064494,5.030816927
2012/4/27,5.024736842,5.026315789,5.024736842,5.026315789,37.7902111,189.3712427,5.025541802
2012/4/28,4.951111111,4.952222222,4.945,4.946111111,11.39030705,56.4939165,4.948282868
2012/4/29,4.901428571,4.91,4.894285714,4.902857143,8.98266107,43.83727005,4.902995542
2012/4/30,4.94962963,4.950740741,4.94962963,4.950740741,18.16965843,89.87189492,4.950281606
2012/5/1,4.967333333,4.968,4.967333333,4.968,27.7248742,137.9101564,4.967961824
2012/5/2,5.0832,5.0852,5.0828,5.0848,19.81268574,100.5446362,5.084192011
2012/5/3,5.10483871,5.10516129,5.104516129,5.10483871,20.80933553,106.2497931,5.105032944
2012/5/4,5.105106383,5.106170213,5.104255319,5.105319149,16.51154816,84.45587247,5.105194483
2012/5/5,5.066428571,5.066428571,5.065,5.065,14.84175166,75.18512559,5.0651914
2012/5/6,5.063448276,5.064482759,5.061724138,5.062413793,42.55331226,215.006933,5.062596987
2012/5/7,5.037380952,5.037380952,5.035,5.035,20.82092011,104.8219897,5.035625263
2012/5/8,5.045882353,5.046470588,5.043529412,5.044117647,18.83996139,95.07012645,5.044669705
2012/5/9,5.041724138,5.041724138,5.040689655,5.040689655,12.07867568,60.85904704,5.041008902
2012/5/10,4.991590909,4.992727273,4.989318182,4.990454545,20.61623394,102.8896444,4.991689538
2012/5/11,4.9272,4.9276,4.9264,4.9268,16.55306627,81.55186075,4.927250876
2012/5/12,4.945,4.945,4.945,4.945,21.93338912,108.0629741,4.945
2012/5/13,4.943333333,4.943333333,4.943333333,4.943333333,43.94032952,217.1437705,4.943333333
2012/5/14,4.926111111,4.926111111,4.925833333,4.925833333,19.96469771,98.35725825,4.926104911
2012/5/15,4.9625,4.9625,4.9625,4.9625,18.78112387,93.22863281,4.9625
2012/5/16,5.0175,5.0175,5.016875,5.016875,11.12707634,55.75617211,5.017194942
2012/5/17,5.023461538,5.023461538,5.022692308,5.022692308,23.50818585,118.1348242,5.022990033
2012/5/18,5.049705882,5.05,5.049705882,5.05,26.83894911,135.5224715,5.049977029
2012/5/19,5.064166667,5.064166667,5.064166667,5.064166667,14.00049793,70.96370443,5.064166667
2012/5/20,5.05,5.05,5.05,5.05,5.280425306,26.79283895,5.05
2012/5/21,5.049047619,5.04952381,5.047619048,5.048095238,16.85987598,85.30192253,5.048484258
2012/5/22,5.051666667,5.052083333,5.049583333,5.049583333,28.25281606,142.712077,5.051258219
2012/5/23,5.0696,5.0704,5.0696,5.0704,22.32605251,113.0611136,5.070078712
2012/5/24,5.091764706,5.092058824,5.091176471,5.091470588,26.61000281,135.5036782,5.091353623
2012/5/25,5.089375,5.089375,5.089375,5.089375,17.18189141,87.41278638,5.089375
2012/5/26,5.077692308,5.077692308,5.077692308,5.077692308,29.90047823,152.1448784,5.077692308
2012/5/27,5.051111111,5.051111111,5.050740741,5.050740741,33.83443231,170.9924104,5.050792766
2012/5/28,5.077857143,5.077857143,5.077857143,5.077857143,12.90598808,65.54926244,5.077857143
2012/5/29,5.063378378,5.06472973,5.062702703,5.064054054,18.12857168,91.9157842,5.063576828
2012/5/30,5.112571429,5.113428571,5.112571429,5.113142857,21.38290518,109.4827395,5.113079997
2012/5/31,5.137142857,5.137346939,5.135102041,5.135306122,22.50285539,115.4146286,5.136570811
2012/6/1,5.2058,5.2064,5.2056,5.2062,9.473288213,49.3510925,5.205995398
2012/6/2,5.19,5.19,5.19,5.19,11.31969321,58.8008163,5.19
2012/6/3,5.1925,5.19375,5.1925,5.19375,1.791844266,9.305061915,5.193320087
2012/6/4,5.189047619,5.189880952,5.187619048,5.188571429,16.17997987,83.88694652,5.18872239
2012/6/5,5.35647619,5.357333333,5.354952381,5.355809524,8.849475728,47.45991333,5.356036193
2012/6/6,5.418813559,5.420338983,5.418474576,5.42,13.06519169,71.03347171,5.419216382
2012/6/7,5.461964286,5.463571429,5.461428571,5.463571429,25.22991441,138.0771303,5.462558788
2012/6/8,5.586153846,5.587115385,5.585961538,5.586923077,26.87401964,149.5392055,5.586665194
2012/6/9,5.56875,5.569166667,5.566666667,5.567083333,14.7356681,82.13588857,5.567592877
2012/6/10,5.488235294,5.488235294,5.487058824,5.487058824,15.93830449,87.09219162,5.487061505
2012/6/11,5.5,5.501212121,5.498787879,5.5,20.23248988,110.4658788,5.499617405
2012/6/12,5.802340426,5.805,5.800744681,5.803404255,99.25965919,582.558455,5.803756465
2012/6/13,5.89152381,5.892666667,5.890666667,5.891809524,16.09711816,94.29396791,5.891538662
2012/6/14,5.843189655,5.843793103,5.841982759,5.842586207,27.90093729,162.9646259,5.842778807
2012/6/15,5.909607843,5.915098039,5.908627451,5.914117647,20.01418909,117.2873359,5.913443893
2012/6/16,6.398412698,6.401904762,6.395396825,6.398888889,16.03395834,102.028952,6.398630871
2012/6/17,6.274,6.274153846,6.272461538,6.272615385,6.526007036,41.23062744,6.272997119
2012/6/18,6.159076923,6.164615385,6.156923077,6.162461538,38.20151774,234.7354999,6.160980843
2012/6/19,6.394074074,6.398641975,6.392469136,6.397037037,17.14875107,109.9648111,6.396294048
2012/6/20,6.540510204,6.542040816,6.538367347,6.539693878,21.18351599,138.4413968,6.539941777
2012/6/21,6.657777778,6.658333333,6.657222222,6.657777778,13.35672275,88.9299677,6.65740098
2012/6/22,6.599054054,6.600675676,6.596621622,6.598243243,13.01568647,86.04260799,6.598596524
2012/6/23,6.496086957,6.496086957,6.49326087,6.49326087,24.72046366,159.3319997,6.494622018
2012/6/24,6.383157895,6.385789474,6.382105263,6.384736842,31.53541842,201.6524799,6.38436552
2012/6/25,6.241666667,6.242333333,6.238666667,6.239333333,32.61213692,203.7012549,6.240497457
2012/6/26,6.342820513,6.346410256,6.341709402,6.345299145,19.42819317,123.0366973,6.344247736
2012/6/27,6.526470588,6.527352941,6.524191176,6.524779412,82.58660505,540.0378403,6.525389789
2012/6/28,6.385078125,6.385234375,6.383984375,6.38421875,33.32930132,209.1623431,6.384516552
2012/6/29,6.557941176,6.560294118,6.555,6.556911765,119.5228677,778.094615,6.557282506
2012/6/30,6.571764706,6.572058824,6.57,6.570294118,24.35447236,158.9238854,6.570276065
2012/7/1,6.568461538,6.570384615,6.566923077,6.568846154,12.78629704,83.77303106,6.568665923
2012/7/2,6.607777778,6.609012346,6.606419753,6.607654321,22.12637199,145.7956248,6.607437632
2012/7/3,6.56258427,6.564269663,6.560337079,6.561797753,21.75719743,142.947061,6.562090556
2012/7/4,6.49630137,6.496849315,6.494794521,6.495342466,27.59847579,178.6993853,6.495970787
2012/7/5,6.621714286,6.622857143,6.621142857,6.622285714,20.09959903,132.7413314,6.622069741
2012/7/6,6.5494,6.5522,6.546,6.5488,33.2523021,216.8673191,6.549622372
2012/7/7,6.668918919,6.670675676,6.668378378,6.670135135,19.03351112,126.8669752,6.66964894
2012/7/8,6.677272727,6.679090909,6.672909091,6.674727273,15.09765281,99.70110418,6.676595978
2012/7/9,6.81011236,6.812808989,6.806179775,6.808876404,19.68264638,133.7304353,6.809873773
2012/7/10,7.03588785,7.036728972,7.034672897,7.035514019,13.97331111,98.17195163,7.035563261
2012/7/11,7.106964286,7.10875,7.106428571,7.108214286,13.42253706,95.46123866,7.107861852
2012/7/12,7.190294118,7.196029412,7.189411765,7.195147059,34.20349375,245.6861467,7.192802052
2012/7/13,7.588191489,7.591914894,7.585425532,7.589468085,12.81431636,97.27743376,7.58870354
2012/7/14,7.528809524,7.529047619,7.527619048,7.527857143,17.07891952,128.7635056,7.528444593
2012/7/15,7.495555556,7.497777778,7.494814815,7.497037037,11.9404475,89.57644926,7.496622779
2012/7/16,7.684285714,7.690952381,7.681156463,7.687823129,25.03457546,191.2443255,7.685549261
2012/7/17,8.245416667,8.252447917,8.242135417,8.249895833,19.05675464,156.3265196,8.248090184
2012/7/18,8.807272727,8.816428571,8.800649351,8.810194805,16.97300539,148.1674633,8.810920417
2012/7/19,9.045377358,9.045849057,9.042735849,9.043207547,23.70605094,214.7679971,9.04401657
2012/7/20,8.227131148,8.23204918,8.222131148,8.227131148,11.30053385,92.49643074,8.226315534
2012/7/21,8.714230769,8.721346154,8.710576923,8.717692308,22.89081403,197.6290267,8.716800962
2012/7/22,8.643513514,8.646216216,8.630540541,8.630540541,40.09587418,343.7287624,8.63523385
2012/7/23,8.6236,8.6268,8.62016,8.62328,20.68689297,177.8037369,8.623770541
2012/7/24,8.59483871,8.597849462,8.591505376,8.594516129,13.96665059,119.8740003,8.59430963
2012/7/25,8.479756098,8.482682927,8.478658537,8.481585366,21.8958509,186.3544415,8.481570695
2012/7/26,8.620588235,8.623529412,8.620147059,8.623088235,12.31880278,106.247498,8.621949572
2012/7/27,8.847924528,8.850566038,8.847735849,8.850377358,12.97163614,114.9889785,8.849249283
2012/7/28,8.891875,8.891875,8.89,8.89,23.42071925,208.5566524,8.891124615
2012/7/29,8.737777778,8.737777778,8.735555556,8.735555556,21.86558006,190.9156442,8.736309195
2012/7/30,8.776836735,8.779285714,8.774897959,8.777346939,24.73075006,215.0852395,8.77697428
2012/7/31,9.199764706,9.201058824,9.198588235,9.199882353,15.58147942,142.8408947,9.199745737
2012/8/1,9.356153846,9.356703297,9.35010989,9.352747253,26.58907773,248.0104522,9.352553623
2012/8/2,9.682992701,9.693211679,9.680729927,9.690875912,16.12926468,154.4758205,9.687771691
2012/8/3,10.72629921,10.74629921,10.72275591,10.74267717,19.05049946,205.3645183,10.74089276
2012/8/4,10.9192,10.9204,10.91,10.9112,12.70736763,136.5877468,10.91219683
2012/8/5,10.47340426,10.47893617,10.47170213,10.47723404,20.28470114,212.0674387,10.47581733
2012/8/6,10.77931818,10.78181818,10.77643939,10.77984848,15.68241001,168.3844377,10.77961704
2012/8/7,10.78563218,10.78758621,10.78390805,10.78586207,11.94293736,128.5768531,10.78551453
2012/8/8,10.88699115,10.88946903,10.88522124,10.88769912,24.30172229,264.773864,10.88732207
2012/8/9,11.22964539,11.24148936,11.22248227,11.23411348,17.25528179,193.4286102,11.23122629
2012/8/10,11.1784,11.1818,11.1745,11.1782,25.54439056,283.4594411,11.17786536
2012/8/11,11.32128205,11.32179487,11.32128205,11.32179487,9.200434025,104.1034919,11.32171077
2012/8/12,11.45581081,11.46108108,11.45108108,11.45567568,11.33017068,129.9114744,11.45888362
2012/8/13,11.66456693,11.67244094,11.66094488,11.66874016,27.55579505,320.4607553,11.66708819
2012/8/14,12.02516129,12.0288172,12.02505376,12.02870968,20.7093887,249.541843,12.02763634
2012/8/15,12.5458209,12.55253731,12.54507463,12.55179104,23.76519095,297.2205744,12.54788076
2012/8/16,13.32714286,13.32819876,13.32428571,13.32509317,9.498938349,126.3708119,13.32514615
2012/8/17,14.19454545,14.21325175,14.1406993,14.16269231,17.02195407,242.5220519,14.18133903
2012/8/18,11.84703704,11.87185185,11.82688889,11.834,18.60272013,216.2805349,11.84146157
2012/8/19,9.265960591,9.269359606,9.252955665,9.256551724,26.73522919,240.0147809,9.260435132
2012/8/20,9.248609272,9.253443709,9.24397351,9.248741722,22.40065995,203.0214311,9.24793148
2012/8/21,10.15590909,10.16080808,10.15126263,10.15570707,17.09555274,173.4292916,10.15546376
2012/8/22,10.17083333,10.17319444,10.16770833,10.1696875,28.449067,293.0137069,10.17025967
2012/8/23,9.99875,10.00125,9.992,9.9945,33.87819265,338.687516,9.997308178
2012/8/24,10.11598291,10.12205128,10.11290598,10.11897436,35.6486559,360.6138389,10.11754753
2012/8/25,10.40543478,10.40565217,10.39869565,10.39891304,12.63633105,131.4412332,10.40366113
2012/8/26,10.51385965,10.51824561,10.50824561,10.51263158,24.77304464,259.5592644,10.51168348
2012/8/27,11.29333333,11.29836158,11.28683616,11.2920339,24.20211568,269.1521953,11.29113628
2012/8/28,10.95387978,10.95584699,10.94076503,10.94284153,16.23006127,177.6831092,10.94659387
2012/8/29,10.8325,10.83451389,10.82486111,10.82715278,33.11708411,356.9926872,10.8290161
2012/8/30,10.75,10.75418182,10.74618182,10.75018182,13.76258154,147.5631359,10.75070515
2012/8/31,10.34635036,10.35124088,10.34065693,10.34569343,21.27831574,219.0898711,10.34641878
2012/9/1,10.0116129,10.01806452,10.01096774,10.01741935,21.45813051,213.8474287,10.01529679
2012/9/2,9.963606557,9.967704918,9.955737705,9.959836066,21.97462003,217.8927359,9.963247869
2012/9/3,10.23184874,10.23462185,10.2312605,10.23403361,9.803790032,101.2377616,10.23295654
2012/9/4,10.31666667,10.31911765,10.31460784,10.31696078,25.97705794,268.1516518,10.31723813
2012/9/5,10.47428571,10.47791209,10.46835165,10.47263736,20.55372561,215.4001743,10.47304402
2012/9/6,10.86210843,10.86481928,10.86096386,10.8636747,19.85681997,215.8878715,10.86320964
2012/9/7,11.01564103,11.01717949,11.01153846,11.01307692,11.5535907,127.1720597,11.01445292
2012/9/8,10.87790323,10.88064516,10.86774194,10.87048387,21.85692596,237.8820447,10.87378449
2012/9/9,10.92206349,10.92507937,10.91825397,10.92126984,19.30356696,210.4167645,10.92070261
2012/9/10,10.90211864,10.90788136,10.90152542,10.90762712,21.11916024,230.2696136,10.90479886
2012/9/11,10.88707424,10.89034934,10.88471616,10.88799127,20.93870563,225.9797088,10.8875888
2012/9/12,11.03210191,11.03426752,11.02980892,11.03184713,15.38017537,169.4508222,11.03226309
2012/9/13,11.23103774,11.23377358,11.22613208,11.22839623,20.17906389,227.3364843,11.23075028
2012/9/14,11.421,11.4242,11.4179,11.4209,21.27294354,241.1383863,11.42160338
2012/9/15,11.5668254,11.56746032,11.56555556,11.56634921,9.441173885,109.0211802,11.56697935
2012/9/16,11.64568182,11.64795455,11.64397727,11.64670455,14.6296165,170.666851,11.64600841
2012/9/17,11.74709677,11.75403226,11.745,11.75177419,11.12807908,130.6022481,11.74990486
2012/9/18,11.87146789,11.87330275,11.87110092,11.87288991,17.13310885,203.4129487,11.87264749
2012/9/19,12.31067308,12.31076923,12.30903846,12.30913462,12.03445655,148.1367847,12.30961266
2012/9/20,12.43386667,12.4348,12.42893333,12.42986667,10.2391188,127.263696,12.4323036
2012/9/21,12.18966942,12.19479339,12.18702479,12.19214876,16.44950555,200.2017394,12.19150836
2012/9/22,12.08679487,12.08679487,12.08576923,12.08589744,10.48778238,126.5470004,12.08626947
2012/9/23,11.91767677,11.91969697,11.91494949,11.9169697,10.95416913,130.3795902,11.91664593
2012/9/24,11.88436364,11.88448485,11.88218182,11.88230303,9.231512364,109.5045266,11.88339758
2012/9/25,11.8883815,11.89254335,11.88531792,11.88919075,17.67312058,210.0716025,11.88944971
2012/9/26,11.99903846,12.00128205,11.99775641,12,19.47503267,234.2766969,11.99921295
2012/9/27,12.11682171,12.12,12.11465116,12.11782946,25.6290346,310.3899884,12.11739821
2012/9/28,12.11009524,12.11219048,12.10819048,12.11009524,27.07259884,325.691657,12.11103063
2012/9/29,12.2138806,12.21462687,12.21358209,12.21432836,8.718717334,106.4552192,12.214336
2012/9/30,12.19181818,12.19181818,12.19136364,12.19181818,7.873374811,95.98148606,12.19148368
2012/10/1,12.11483333,12.11533333,12.11258333,12.11308333,26.26606465,315.7493226,12.11398052
2012/10/2,12.39915789,12.40163158,12.39631579,12.39931579,24.39167216,303.7509455,12.39864719
2012/10/3,12.75755556,12.76255556,12.75455556,12.7595,27.4914204,351.4907501,12.75822487
2012/10/4,12.7397561,12.74121951,12.73646341,12.73786585,19.58467073,248.7813526,12.73890338
2012/10/5,12.47009132,12.47374429,12.46767123,12.47178082,24.92950086,307.5341955,12.47025903
2012/10/6,12.39443299,12.39731959,12.38639175,12.3928866,16.91151391,210.0099769,12.39045945
2012/10/7,11.95880952,11.96761905,11.95238095,11.96142857,38.84342271,465.8853641,11.95811298
2012/10/8,11.08252964,11.08695652,11.07905138,11.0829249,11.40694787,126.3406723,11.08298253
2012/10/9,11.92355263,11.92776316,11.91703947,11.92118421,12.72328348,151.9248843,11.92207925
2012/10/10,11.98321739,11.98443478,11.98104348,11.98226087,20.60624662,246.7661465,11.98173729
2012/10/11,11.87284884,11.87761628,11.87209302,11.87686047,13.66197949,161.5583563,11.87519051
2012/10/12,11.99728261,11.99880435,11.99608696,11.99771739,7.996919644,95.95570971,11.9979411
2012/10/13,11.91891892,11.92351351,11.91162162,11.91621622,13.15178126,156.6527606,11.91787062
2012/10/14,11.84547619,11.84547619,11.84214286,11.84214286,8.005182082,94.7953099,11.84334982
2012/10/15,11.51627907,11.51846512,11.51418605,11.5164186,15.9346884,182.9574987,11.51576915
2012/10/16,11.65888889,11.6608642,11.65407407,11.6582716,12.40123058,143.955952,11.65799971
2012/10/17,11.72404255,11.73021277,11.72117021,11.72723404,32.13713338,375.7218205,11.72544081
2012/10/18,11.79,11.791,11.787625,11.78875,15.97192821,188.2137045,11.78946634
2012/10/19,11.70815287,11.70949045,11.70464968,11.70636943,64.64332184,757.7362948,11.7065047
